fullvisitorID,TARGET
id_6447717533214564150,Pos
id_5827474361037926318,Pos
id_1590550756315130740,Pos
id_2036746924356100185,Neg
id_4125385049340281446,Neg
id_8822264952420863450,Pos
id_3450149601230504273,Neg
id_8169946629469408350,Pos
id_1498844464286241651,Neg
id_3442418767470520481,Pos
id_2216640190730464743,Neg
id_173142459794688654,Pos
id_8885076641514000541,Neg
id_179055190947643423,Neg
id_1701197944312952266,Pos
id_153804464028210918,Pos
id_4723788261277819876,Neg
id_4877811887359805854,Pos
id_6000005997642026451,Neg
id_2589492679722967839,Pos
id_2263016835276986963,Pos
id_6497628557891011204,Pos
id_7378791233818636042,Neg
id_3903775431329906753,Neg
id_51183573481186071,Pos
id_8079877205311268244,Neg
id_261743125391270764,Neg
id_684100824775321219,Pos
id_1332328328822288669,Pos
id_1396814415203442678,Neg
id_2761640938952090263,Neg
id_1846981757247726544,Pos
id_2701491193279369899,Neg
id_3307413905115050033,Pos
id_4164135176292464035,Neg
id_3388750922027110697,Neg
id_6725721377487330043,Pos
id_3459333594229168469,Pos
id_2630678804757226304,Neg
id_8228812115491162372,Neg
id_958509235965606993,Neg
id_8143912238532239123,Neg
id_4316493909843636203,Pos
id_798406246879808884,Neg
id_5703394409423035181,Neg
id_6403532361373183139,Pos
id_5315935556975890781,Neg
id_5934382582438332444,Pos
id_3353503405324408375,Pos
id_7768646733831383644,Pos
id_6273982756016876215,Neg
id_4625451613479830968,Pos
id_2874738495987314862,Pos
id_4814904905831920797,Pos
id_98278890605009400,Pos
id_2556792070046842423,Neg
id_7667521780381834042,Pos
id_2560729983819148778,Neg
id_174483597689691390,Neg
id_3908650171965220690,Pos
id_4055806149646739424,Pos
id_4740804019755661254,Neg
id_4382740683713376330,Neg
id_7339166617164373152,Neg
id_3453390609328641775,Neg
id_5550760969754779602,Pos
id_4812529866229679888,Pos
id_7604629461877150319,Pos
id_1197561549378066372,Neg
id_5794161551015073993,Neg
id_681323716103959435,Neg
id_550821873549084116,Neg
id_2715452607246172641,Neg
id_5258023532230739301,Pos
id_8443739421519163054,Neg
id_8665010922514265649,Neg
id_5245973692250135512,Neg
id_90221995815181096,Neg
id_202588450628135453,Pos
id_3575459305066235683,Pos
id_1862817035379350165,Pos
id_5248169897941295871,Neg
id_7987127502518052301,Pos
id_6291866647654510908,Neg
id_3007119094676920545,Pos
id_6984746641743995391,Neg
id_6384911354570220019,Neg
id_2311457873035619193,Neg
id_3165750129748380560,Neg
id_2470645815046647379,Pos
id_5548241876952719228,Neg
id_3442628473547242863,Pos
id_5946797610605924942,Pos
id_2135543009091398112,Pos
id_5304146146641122318,Pos
id_1323889860541926123,Neg
id_1369692362451920698,Pos
id_9158009413604224408,Neg
id_1453458045929034388,Neg
id_380165896417832641,Neg
id_2937672205095666462,Neg
id_7996287048557656924,Pos
id_1532116673990091555,Neg
id_8163283954079876907,Pos
id_8896527217596172157,Neg
id_1174581258142998055,Pos
id_2577153157082739233,Neg
id_4214967505806215137,Pos
id_2388853389865536962,Pos
id_4209849725854578409,Pos
id_3209312149081916877,Pos
id_3374108983371920331,Pos
id_3275568672528263086,Neg
id_1157416155058966908,Pos
id_7729707263241574302,Neg
id_822156879148145650,Pos
id_3766777648312500302,Neg
id_3890223190308266797,Pos
id_3005265279413116033,Pos
id_947867466640444254,Neg
id_2693351006188334653,Neg
id_8616761667933734992,Neg
id_82010971828488840,Neg
id_8769749274894701916,Neg
id_3720775821267080655,Pos
id_7395572968120712031,Pos
id_4447307219129768506,Neg
id_2751844234516101969,Pos
id_1694605229643734608,Pos
id_4200992850460982162,Neg
id_4865611006263249233,Pos
id_513838996791195952,Pos
id_1158599925349813898,Pos
id_4009761093752880040,Neg
id_572479387872867528,Neg
id_4957632952612496912,Neg
id_5279421493097261714,Pos
id_5585539411603973120,Pos
id_7509566751684570206,Neg
id_3992433563593499186,Pos
id_5360752320957594940,Pos
id_5968682552041585725,Neg
id_2794400256541351288,Pos
id_1517497550206661979,Pos
id_3431343266586492060,Pos
id_4289571487168466053,Pos
id_1080565029628264494,Pos
id_8360463626307317167,Neg
id_3013958525148193722,Neg
id_3824982379386512998,Pos
id_7979010954927571802,Pos
id_5404350821738360459,Neg
id_6889057892832774917,Neg
id_2982042932409620758,Neg
id_3269901037977173879,Pos
id_7400025930088315021,Pos
id_7777606121513284684,Pos
id_8502773175769906334,Pos
id_2169866747039800562,Pos
id_8954672355999297795,Pos
id_8392135771706562683,Pos
id_7512488703835657865,Neg
id_4201305640043392618,Pos
id_7055494459740975564,Pos
id_7267643901171185985,Pos
id_3467339288711413195,Neg
id_6003565206975553453,Neg
id_9198025228762935356,Pos
id_5972938387887745821,Neg
id_3541255641513996896,Neg
id_4119786928830927241,Pos
id_8466649494329390598,Pos
id_2739293549798775418,Neg
id_8029336641510547366,Neg
id_1673315111117112169,Neg
id_3868492927827835937,Neg
id_6221566150505584288,Pos
id_427206426943378431,Pos
id_3224312932249948615,Pos
id_3952125531743355905,Pos
id_1215409582331251279,Pos
id_1706638529708672349,Neg
id_7691262959443036084,Neg
id_5367669434508485653,Pos
id_10814157954629290,Neg
id_9167707724636142081,Pos
id_5612719214485512087,Pos
id_4328756501034647176,Neg
id_3796902815210195691,Neg
id_8118260889949436704,Pos
id_2885887247543455699,Pos
id_5806687217546687022,Pos
id_8031644464878686473,Pos
id_2786670973265451829,Neg
id_5213882920673936195,Pos
id_1221931253943407534,Neg
id_8691532319799773586,Pos
id_6401214771254436311,Neg
id_3624432888700721732,Neg
id_4546809877531936930,Neg
id_6497190359553418227,Pos
id_9031729506724073390,Neg
id_4123235048837764495,Neg
id_4181089280518558020,Neg
id_3892897078038853465,Pos
id_7945262738296264576,Neg
id_8449165975254346634,Pos
id_2165624616434599801,Pos
id_3880104225883285130,Neg
id_2103565873768923809,Neg
id_8036875666324187181,Pos
id_4815337731164471617,Neg
id_3757958499901428988,Neg
id_5712696398048478331,Neg
id_3770483431990802535,Neg
id_3777675298898814964,Pos
id_4320530191259803823,Neg
id_7056594327848758721,Neg
id_3389634478402267129,Neg
id_8429702231440774507,Pos
id_5072445103541393627,Neg
id_4237812801930667192,Neg
id_6343353766411573615,Pos
id_8621317172240104325,Pos
id_8507231721186640380,Pos
id_1350617944535846388,Pos
id_5672158774431443982,Neg
id_1557418888970896364,Pos
id_8095452092462953235,Neg
id_2091110541621853152,Pos
id_3793252621295359306,Neg
id_1320051804756535432,Pos
id_6763522617320453475,Neg
id_8907713301006626658,Pos
id_2486773030696481614,Pos
id_217619659346532278,Neg
id_6314645590819943654,Pos
id_8843827260207782976,Pos
id_9093199984894871406,Neg
id_8212607633384655349,Neg
id_1299012954697209935,Pos
id_6468390142816780983,Pos
id_4283470348691072294,Pos
id_3002759135936562921,Neg
id_8547899460843797084,Neg
id_1617641872425129144,Neg
id_7469939347598578737,Pos
id_1084264989328274129,Pos
id_7316745199956849727,Neg
id_2065805603627789206,Neg
id_5953191030205506920,Neg
id_4434806111223832879,Neg
id_7726842021841267423,Pos
id_5748487610362997273,Neg
id_3835417023909279449,Pos
id_6768686774323298877,Pos
id_5410470527365760915,Pos
id_2405403934675841442,Pos
id_8012164511863766351,Pos
id_4666573490094462359,Pos
id_1886987247308600391,Pos
id_6469594610567939389,Pos
id_4326760642623151630,Pos
id_7710515369382211180,Pos
id_2731604420173115954,Pos
id_2749712229928999028,Pos
id_7388340346274028121,Pos
id_1642389289294857793,Neg
id_7292690213412528149,Neg
id_5871220565746727993,Pos
id_3885042944359083075,Pos
id_9132490392963982366,Neg
id_9022403599415539046,Neg
id_5413752367715703902,Neg
id_6879682717960259109,Pos
id_4879521138315861464,Pos
id_2546227756169222643,Neg
id_6410733428101590628,Pos
id_5717651776701875356,Pos
id_4140733467153295139,Pos
id_190316427690434846,Neg
id_2894733982524676015,Neg
id_2280500199735305771,Pos
id_6774268878891933757,Neg
id_8174956077458289681,Pos
id_8386803926293548263,Pos
id_4875739535575057772,Pos
id_7684153504371142358,Pos
id_21311852598204693,Neg
id_4153412309396997564,Neg
id_3348014222371747501,Neg
id_1875440932106592367,Pos
id_3176104522808684674,Neg
id_2118460455280322268,Neg
id_1943082006982266434,Pos
id_3499428338000576224,Neg
id_7631680377087657224,Neg
id_7567766496303352461,Neg
id_4175821112283335814,Neg
id_2884244117587747531,Pos
id_261542597665098167,Pos
id_7316495722486698512,Pos
id_7996799983618735881,Pos
id_1788129018685167371,Pos
id_8181358726940276769,Neg
id_6856787634578621101,Pos
id_7953720615531300391,Pos
id_6163021077632196874,Neg
id_6932597887571831350,Neg
id_4274376378208609670,Neg
id_3545596290086814732,Neg
id_7542381023385627300,Neg
id_5374283147272665540,Pos
id_4665731264191334385,Neg
id_1981507004906900231,Pos
id_3457851078886783696,Pos
id_148353626513238800,Neg
id_2913060994521262651,Pos
id_1399444382529173300,Neg
id_6295240378826043963,Pos
id_3766631640894767063,Neg
id_5898499522251981576,Neg
id_4384365036052766253,Neg
id_4357956257108264663,Pos
id_2180007276499043195,Neg
id_4977825019800831539,Pos
id_3626718850689095927,Neg
id_5546358937512979330,Neg
id_72823091885869371,Pos
id_897510993735977598,Pos
id_2306295279390552047,Neg
id_1984899041225646120,Neg
id_15415566875765875,Neg
id_4255373712017809174,Neg
id_2539408941531730404,Neg
id_2258105703384961020,Neg
id_8005025485943028055,Pos
id_1538177633050290452,Neg
id_2527305895493326254,Pos
id_7094771669377057612,Pos
id_955807658580275305,Pos
id_2552406663618997856,Pos
id_3935910320809430596,Neg
id_1985659718587983163,Pos
id_4108792985086199058,Pos
id_1257712209874386220,Pos
id_7603936125302058373,Pos
id_4448410042152885715,Neg
id_7209089156029618137,Pos
id_3015468322121338691,Neg
id_5328805692780820648,Pos
id_8082510655922125049,Neg
id_570003425126233468,Pos
id_3747921758331485647,Neg
id_2909619832360235000,Neg
id_8720660672020625873,Neg
id_7345712104372564581,Pos
id_1011530014526923156,Pos
id_196457406289820655,Neg
id_7546390568631345892,Pos
id_1883733358613639387,Pos
id_5655414191587906336,Pos
id_8228173183275749677,Pos
id_8315926688054100792,Pos
id_6569090663299020243,Pos
id_7041579117886651854,Neg
id_6133366600486435359,Pos
id_8882568689846460578,Pos
id_4666351049441450031,Neg
id_3791764784489984977,Pos
id_8072413578653737329,Neg
id_1190754386992241622,Pos
id_7764214954643242791,Pos
id_7659372320461533278,Pos
id_7303893407975506799,Pos
id_8652866314074294967,Pos
id_7141404749233425398,Neg
id_6262532532122154476,Neg
id_7227139331616410634,Neg
id_6484286658595547513,Pos
id_8813593748427342889,Neg
id_2372662101894805945,Pos
id_402855916578567856,Neg
id_1956343813725693598,Pos
id_1509500754887115369,Neg
id_2017732000327893788,Pos
id_4776343138966311054,Pos
id_4686261796278723335,Neg
id_6793767875801838944,Neg
id_1698290805505363343,Pos
id_592715766209293082,Pos
id_2778344930058845842,Neg
id_8609660033996195273,Neg
id_2225298376650609850,Neg
id_458197175779079960,Pos
id_7170761348923783915,Pos
id_2055164268104484480,Neg
id_7683317080964325353,Neg
id_456528946051452488,Neg
id_4234798653976402939,Neg
id_8390818247538440608,Pos
id_3324112286985665062,Pos
id_9145051900999118104,Pos
id_7658686560208992473,Pos
id_4799156643735479940,Pos
id_6209799404697123592,Pos
id_5705000783024839661,Pos
id_3381622118128034574,Pos
id_8299128826139485122,Pos
id_5290010868105412296,Neg
id_4946581769833645322,Pos
id_4397549546263941291,Neg
id_272310157982614660,Pos
id_8959421756605236806,Pos
id_3976188489746381229,Neg
id_8970513015724888284,Pos
id_8982471201115939612,Neg
id_8459149536540008393,Pos
id_4094655236942315621,Neg
id_9193114706755564342,Pos
id_6309292150311796044,Pos
id_1934292051464244837,Pos
id_6981730221790303120,Pos
id_5695171501258623645,Neg
id_24280147440937611,Pos
id_4605226865893431717,Neg
id_2262287485403387508,Pos
id_2649180072161914813,Neg
id_7561612405167880311,Pos
id_6516742425074351703,Neg
id_174246103180477014,Neg
id_805676449684788366,Pos
id_2822348214331389225,Neg
id_8888048307907098329,Pos
id_2753225337084319882,Pos
id_6465484159358699514,Neg
id_5947936382531061191,Pos
id_9021135317049163607,Pos
id_7370551476496793387,Neg
id_3683711284295541090,Neg
id_8954379495062264339,Neg
id_1649349296688708747,Pos
id_4825871267305414040,Pos
id_3960147375310360044,Neg
id_5614467837403550839,Pos
id_3018895242168066237,Pos
id_4597009485347140864,Pos
id_2130787299179064568,Neg
id_2715626673684730047,Pos
id_7220496640708937932,Neg
id_2536551456838997918,Neg
id_5962137829339295862,Neg
id_1745855450887050121,Pos
id_609877265849328131,Neg
id_1186796299749041207,Pos
id_8498549526404483862,Neg
id_2780848247445101266,Pos
id_3783808215844924194,Pos
id_4321807828065568841,Neg
id_6017332789063925234,Pos
id_3173221607616995555,Neg
id_3836706373089386098,Neg
id_7009532709032973502,Neg
id_964688027456362805,Pos
id_8836578746975545477,Pos
id_8334988332727521083,Pos
id_4915493379210760409,Neg
id_3039215054564959115,Pos
id_7680601476222303379,Pos
id_5749683226176695012,Neg
id_7688240599540672982,Neg
id_3792844685298819421,Neg
id_8751996723360060005,Neg
id_4367272513614532609,Neg
id_5563105770920736289,Neg
id_8875961947816063271,Pos
id_390276876495685315,Neg
id_1484823715346890613,Pos
id_5655523056122854877,Neg
id_2134827604976551741,Neg
id_1986153343479534004,Neg
id_6358262972283047297,Pos
id_6657393537344151357,Pos
id_3324482946962898300,Pos
id_7600478328739541514,Pos
id_4003384484657847408,Pos
id_4192640303004984937,Neg
id_5431390089003232148,Neg
id_6110445712944187092,Pos
id_8955863268829456743,Neg
id_3781198958785643820,Pos
id_3966753344244007796,Neg
id_4474361072103917418,Pos
id_5029799136307802720,Pos
id_5448512444276803828,Pos
id_4962243411033717848,Pos
id_2023699273273392817,Pos
id_7500796265262154022,Pos
id_5962310946584176521,Pos
id_2345996479607170735,Pos
id_1279048555134841124,Neg
id_9060848972668377446,Neg
id_1680825265162307705,Pos
id_1957908551908805231,Pos
id_2971354240579734524,Neg
id_8996224931930401309,Pos
id_6511288151618999411,Pos
id_1793176077710395310,Pos
id_5543163881281598696,Neg
id_6806202879866632799,Pos
id_5895892812111103210,Neg
id_7785078638752902446,Pos
id_5668758809599223962,Neg
id_2448860267743902696,Neg
id_8689720994650341434,Neg
id_2117235083927456316,Pos
id_5522305883704394101,Neg
id_8960831987641184217,Pos
id_7118399431200714405,Neg
id_5501382800200920455,Neg
id_800901567043008403,Pos
id_6626116301305100388,Pos
id_4841548520704660492,Pos
id_1225039667753799027,Pos
id_5819622443564354969,Neg
id_4820983555863578409,Pos
id_7439660906149853422,Pos
id_1254376128391753476,Neg
id_2347104924766735669,Pos
id_6494160393273434642,Neg
id_3456388724132757681,Neg
id_6073550264541150294,Neg
id_1215329154770800911,Neg
id_825185801756286918,Pos
id_2481901872057202791,Pos
id_861966578830233723,Pos
id_3388498197560171940,Pos
id_6398099940714045212,Pos
id_5499489879266156453,Neg
id_1419527980383050321,Pos
id_8167778164904897291,Pos
id_8447118955185039194,Pos
id_385229357917168095,Pos
id_3021266265978406413,Neg
id_6612895438477696219,Pos
id_5106496218380109656,Neg
id_6123819734299701728,Pos
id_5264349898806140409,Pos
id_4886363214460205503,Pos
id_5292536729781725442,Pos
id_2258113284003580228,Pos
id_3803454607434904141,Pos
id_2278989397742442121,Neg
id_8042931003279645758,Pos
id_7055178831185640319,Pos
id_4708657830225885749,Neg
id_1589955138839429353,Pos
id_6657588189527739558,Pos
id_90465348660628895,Neg
id_9036214504841863106,Pos
id_2437815578951226521,Neg
id_2452777398178875544,Neg
id_8210439533892100512,Pos
id_5213236656949463980,Pos
id_3744815079637247131,Neg
id_3499137663202984717,Neg
id_3105755578427471297,Pos
id_7791438098049527888,Pos
id_4005217989015549854,Pos
id_1987891271932399795,Neg
id_424711617875663473,Pos
id_2703224027900330774,Pos
id_2379901106067071306,Neg
id_8836724114381562036,Pos
id_8251163331457626348,Neg
id_2198335469614569954,Pos
id_3208167531709125149,Pos
id_2449840950514641226,Neg
id_6589990837452810356,Pos
id_999499330089926203,Pos
id_2231666584766414822,Neg
id_3953477905279992939,Neg
id_5357443933415281585,Neg
id_6852281204568195278,Pos
id_2844943925602552795,Pos
id_515704271025668888,Neg
id_2246390888022636601,Neg
id_2266398915867794292,Pos
id_7083501864168618911,Pos
id_901042444690504279,Neg
id_859457626438843024,Pos
id_455266745362803777,Pos
id_3011570458907472519,Neg
id_316582698049677747,Pos
id_5415337197758808917,Pos
id_5190705357294164348,Neg
id_1795207614418603018,Pos
id_2730880267215119442,Pos
id_8232240646155257391,Pos
id_5838446409048758343,Pos
id_3743474452845924336,Neg
id_3446882183384481228,Pos
id_3565873672502803745,Pos
id_2029987882781497807,Neg
id_5850015272823670385,Neg
id_8210869881028829333,Neg
id_4118639184727583878,Neg
id_3896716150070806787,Pos
id_3696207521703626922,Neg
id_1876293191055182071,Pos
id_7957955543477685578,Neg
id_8566474807855912936,Pos
id_5342555858782903243,Pos
id_1519975866595888904,Pos
id_7696209030888533465,Neg
id_5199681392267062417,Neg
id_563774296615266135,Pos
id_4264160158545283944,Neg
id_9170078048368379144,Pos
id_9148608988619734142,Neg
id_4054348631015307764,Pos
id_984053790182204516,Pos
id_7127091517318066350,Pos
id_5564844794582383888,Neg
id_286303530800516926,Neg
id_5250050878928231937,Neg
id_5129978548410946345,Pos
id_6955366432624951400,Neg
id_6561994801801316637,Pos
id_2948944424073499708,Pos
id_514812399587722939,Pos
id_1325098588896093010,Pos
id_2468889645865694801,Neg
id_2262924472005465628,Pos
id_4663954281599649897,Pos
id_7118948504137308965,Pos
id_6018375293587075737,Pos
id_658381473983005216,Pos
id_6872329669529922189,Pos
id_6491270816585016788,Pos
id_2040339694561066982,Neg
id_7361744697597238556,Neg
id_2920781984217162682,Pos
id_8237389513076617895,Pos
id_459769022141631392,Pos
id_6917616723819598837,Pos
id_9053374544167728146,Pos
id_6442732935910595311,Pos
id_4701505489909329335,Neg
id_451804086895679404,Pos
id_933798390731875636,Pos
id_6088169783464975345,Neg
id_2991366937047435566,Neg
id_1115862866156195645,Neg
id_1617086949762890636,Neg
id_8582865347950745023,Neg
id_7213815239259494149,Neg
id_7008238978986351340,Pos
id_8595319829648402556,Neg
id_4059521635661556332,Neg
id_2470353860344893971,Pos
id_8867740375389267899,Neg
id_5621424413115910700,Neg
id_8869830993667324753,Pos
id_1315011377160959868,Neg
id_5559064391376651941,Neg
id_2442797753876490094,Neg
id_7386940315788137089,Neg
id_5575485125089312897,Pos
id_2872103185659664192,Pos
id_6802047563432346058,Pos
id_9022165503607999372,Neg
id_5676191336407251438,Pos
id_7049803984552802589,Pos
id_7357232804390933544,Pos
id_772658725388880838,Pos
id_5261819518816874005,Pos
id_524750459992195184,Pos
id_4081184054834165018,Neg
id_5616182800665122633,Neg
id_7354353604339245159,Pos
id_4834754006993436686,Neg
id_4338961201599106177,Pos
id_1794856500839161561,Pos
id_4524483276019901212,Pos
id_8219650915895782871,Neg
id_8549402596318890002,Pos
id_1059164371520896869,Neg
id_5036766621234938266,Pos
id_7435995490919098999,Pos
id_8814277163652276138,Pos
id_8151647663608497925,Neg
id_2138791344395581737,Pos
id_52327954625474439,Neg
id_426563362961883364,Neg
id_8850224420717983124,Pos
id_6942858379761578133,Pos
id_1029676745274090451,Neg
id_6737566021115158446,Neg
id_3193426856060139617,Pos
id_5617162147696904082,Neg
id_4893826145370482148,Pos
id_4195035146699471027,Neg
id_2084725351178734776,Neg
id_1189800053848711567,Pos
id_3170066911186578168,Neg
id_2759879259333110507,Neg
id_861493187533741657,Pos
id_9144444485247374364,Neg
id_8335912205963843790,Neg
id_1106953514849872536,Pos
id_1177295943759342926,Neg
id_1295312020031514415,Neg
id_2316359663374945913,Pos
id_6447555445442887288,Neg
id_717953473534528666,Neg
id_7515549396317743145,Pos
id_7862363147859603355,Pos
id_1693780819257867160,Pos
id_6468167191069899133,Neg
id_428435663756768608,Pos
id_1628188542576533856,Neg
id_2128080520591600494,Pos
id_6250138476278548500,Neg
id_2352692853312029306,Neg
id_7841333235636399089,Neg
id_4410779063446696629,Pos
id_1317998213365786953,Neg
id_4752772031998954496,Pos
id_4493647485305387796,Neg
id_1833679393128924821,Neg
id_8797892507663403013,Pos
id_3419209485763822537,Pos
id_7591045429504349977,Neg
id_1128330718131291045,Neg
id_5604975409922746147,Pos
id_2945908036819775589,Pos
id_91711761058527962,Pos
id_6499323266082446331,Neg
id_8992809161619862588,Neg
id_2675931293103280832,Neg
id_5741126062191431238,Pos
id_8444897125660328168,Neg
id_3476893658213253752,Pos
id_3705986127153521817,Neg
id_1739709868086070412,Neg
id_8644463777497948172,Pos
id_874842860715671013,Neg
id_6111142957940017820,Neg
id_968627066512412875,Neg
id_8458755146874387765,Pos
id_1145164335640263953,Pos
id_5648793907525337441,Pos
id_5182492181534006156,Pos
id_5674639654910429530,Pos
id_4919354082363791276,Pos
id_7294566525712369386,Pos
id_8063470155362513571,Neg
id_1719633314039085749,Neg
id_6035533215489060568,Neg
id_5346502568653687639,Pos
id_3475586794154128641,Pos
id_3180677284292669742,Neg
id_434184142476231745,Neg
id_4426281906812969146,Pos
id_3655547594594038311,Neg
id_8346299528534701058,Pos
id_1112797036902769519,Pos
id_4388155705469607941,Pos
id_3859317980034687024,Neg
id_6889788797485489611,Neg
id_6650689385453405486,Neg
id_6578020205250632631,Neg
id_6151268011298168521,Pos
id_667438662358125235,Neg
id_6236479350700523639,Neg
id_3371636757247118275,Pos
id_8965976533826938758,Pos
id_4148711867123460715,Neg
id_1956503423296932352,Neg
id_7205538850164507249,Neg
id_5463216878996440553,Pos
id_2388630601324338436,Pos
id_6944821059556063049,Neg
id_5152599960767255107,Neg
id_2737238768724740333,Neg
id_5096322510368250670,Pos
id_5554426668506219060,Pos
id_279290970192726766,Neg
id_7090009869198217683,Pos
id_7510577434806000965,Neg
id_1155410920722366077,Pos
id_6119108747885802945,Pos
id_5513635753486303095,Pos
id_7116207941339138451,Pos
id_9153789659774466041,Neg
id_4450548304535468106,Pos
id_1361238144533752908,Pos
id_6392646972922825923,Pos
id_4397431460435990596,Pos
id_4382068057476916267,Pos
id_7092630391950553651,Pos
id_2010145314261040025,Neg
id_9058760888420329221,Pos
id_3794360512401231522,Pos
id_7562200553698061088,Pos
id_8192419951353016180,Pos
id_8187735503543232429,Pos
id_9154775586693436762,Neg
id_5701193642410354189,Neg
id_5625618680607896324,Pos
id_6494168326075891909,Neg
id_356884588096267828,Neg
id_126277078036534065,Pos
id_8399906690392032547,Neg
id_2295413344092965952,Neg
id_8539306889148190444,Pos
id_8663333209506171102,Pos
id_7706525456438422089,Neg
id_2758158807098961229,Pos
id_898872747471489499,Pos
id_4439943197059303206,Pos
id_994985035995940048,Neg
id_6673960106672056788,Pos
id_5710523277740244516,Pos
id_8927026639357850731,Neg
id_1700701888479502050,Neg
id_8785576697535067779,Pos
id_6668873478118053250,Pos
id_2008430299459645117,Pos
id_6734422362755202116,Neg
id_2327584873935021130,Neg
id_5176052045575582351,Neg
id_3640812072908515284,Neg
id_6205082452573143905,Pos
id_7082341144962608745,Neg
id_2966454709391191432,Neg
id_5458563535330338377,Neg
id_1290899924684088781,Neg
id_728798025438613483,Pos
id_6071394435775917801,Neg
id_8479731676951129908,Pos
id_5787169528939078164,Pos
id_807940219573311362,Neg
id_1092828432563312111,Neg
id_3832198040405826663,Neg
id_3706099509995070255,Pos
id_8191405827972353367,Pos
id_2935701635450972289,Pos
id_3013245625005466846,Neg
id_1419390442642737625,Pos
id_2690306054767629642,Neg
id_5744429338713282238,Pos
id_1320511675489985152,Neg
id_8119694008866095654,Pos
id_3770827471761469136,Pos
id_7260429842178034709,Neg
id_6272967511653928392,Pos
id_4418570396113110560,Neg
id_5320578485357255140,Pos
id_6372137237065995000,Neg
id_4376956075730822690,Pos
id_7600507135085748364,Pos
id_3056130796148758547,Neg
id_8593703663563074582,Neg
id_1742425515777534188,Pos
id_3402925143025660084,Neg
id_6993192853850351755,Pos
id_245284419870815487,Neg
id_6545271655149622949,Pos
id_4754949653458319605,Pos
id_218967982725362485,Neg
id_3205716784713061476,Pos
id_8267406979380971073,Neg
id_3567765571240719219,Neg
id_3223399774959189802,Neg
id_582814122866758550,Pos
id_4901446890530542179,Neg
id_4432932539118163029,Pos
id_682525731419631949,Neg
id_2938835514173337085,Neg
id_7732432179477169378,Pos
id_52100909719480315,Neg
id_7998117039634072569,Pos
id_8713774993352363365,Pos
id_798515970404634875,Neg
id_7460056778179773858,Pos
id_3277363676798674355,Neg
id_5913806506520089399,Neg
id_5594282375878324012,Neg
id_6793095696233678736,Pos
id_491795506638083519,Neg
id_7114338707147618444,Pos
id_595721014983997966,Pos
id_4843820979315815579,Pos
id_6712529509989470329,Neg
id_8776842653901121965,Neg
id_5567247979108107588,Pos
id_12307067114647393,Pos
id_4324792057240823705,Neg
id_1005626972822310525,Neg
id_2470048466695319006,Neg
id_8856691602081460141,Neg
id_5031689995661767182,Pos
id_5515649934235038458,Pos
id_3138240670945927940,Neg
id_7132923473020342494,Pos
id_217198683833017469,Pos
id_4460923622673532599,Neg
id_9108738528031689538,Neg
id_3284633935449930404,Neg
id_922965933458645730,Pos
id_3748086156797703487,Pos
id_2399385225201499922,Pos
id_710332595233166968,Pos
id_2773159195129480880,Pos
id_4912624225088566664,Pos
id_8435582033079230026,Neg
id_668900390054366689,Pos
id_295182542462568324,Neg
id_4471489963770779043,Neg
id_5480447205452267009,Neg
id_2661786870627685350,Pos
id_1035351612543257031,Neg
id_5309071486288806863,Pos
id_8728514462119677001,Pos
id_8372071522743377754,Pos
id_3429567293313859366,Pos
id_6172961264001484902,Pos
id_5045060885987211063,Pos
id_2125496861543047223,Neg
id_5430823621472385367,Neg
id_5218041892132448288,Pos
id_7725726726205827165,Pos
id_8410104488944412296,Pos
id_923728917213544299,Neg
id_809696204071433979,Neg
id_8020222733793335895,Neg
id_5294102717811985137,Neg
id_5735905121416017148,Neg
id_6580273645744654286,Pos
id_857134117850652961,Neg
id_3812587228321242438,Neg
id_3060596647308670615,Neg
id_3775607156176814073,Neg
id_5837273281683894863,Pos
id_1175655596970665205,Neg
id_7963606384704827143,Pos
id_5871193318477708572,Pos
id_1429542757487861393,Neg
id_4105554906158314354,Neg
id_438797646020706856,Neg
id_5940582530941788974,Neg
id_2043390023285354878,Neg
id_1194651567299423746,Neg
id_2939707697478471050,Pos
id_2625776821139022361,Pos
id_3770905932220787693,Neg
id_862022692552999251,Neg
id_80606831052207925,Neg
id_1334178738166973115,Neg
id_7794385751281526181,Neg
id_6240512745894892134,Pos
id_9158631621220065631,Neg
id_5550401042906236112,Pos
id_2662718105433886283,Neg
id_2614920406537610147,Neg
id_2704377776373890536,Pos
id_8247032440504399203,Neg
id_3431226104175811094,Pos
id_1357617302412431663,Pos
id_8140947800561429648,Neg
id_5689176113463513213,Pos
id_5980848484991787730,Neg
id_4586299812517521665,Pos
id_6456580765167314552,Neg
id_7723508448616469406,Pos
id_6084077315287515661,Neg
id_698748694779133554,Pos
id_1804221440809858030,Neg
id_401648987818143456,Pos
id_4167184388318978286,Pos
id_932203961437835611,Neg
id_181451950200397015,Pos
id_906067822714534828,Neg
id_8931747633049932209,Pos
id_8237096480343945966,Neg
id_3344103951001920560,Pos
id_8066216490596156482,Neg
id_1824882647272999881,Pos
id_1813592011475448076,Neg
id_1775954487213177833,Pos
id_9061144286033595984,Neg
id_4290178194253278086,Pos
id_8647586678279579461,Pos
id_5538431213866682547,Neg
id_177965781080833065,Neg
id_8230007276042649146,Pos
id_1817026439122466908,Neg
id_860233933189594951,Pos
id_7461920068135557931,Neg
id_8286868945073363532,Neg
id_989723082559236937,Pos
id_5621328575216250312,Neg
id_474226835539937437,Neg
id_1893717924919314666,Pos
id_6808880843507470155,Neg
